,Date,Plate,Temperature,Well,Row,Column,diversity_level,color,colony,outcome,duration,site
1601,7292018,PlateC5,Ambient,G9,G,9,3,B,746,1,2,10
1602,7292018,PlateC5,Ambient,H9,H,9,3,B,746,1,2,10
1603,7292018,PlateC5,Ambient,A10,A,10,3,B,746,1,2,10
1604,7292018,PlateC5,Ambient,B10,B,10,3,B,746,1,2,10
1605,7292018,PlateC5,Ambient,C10,C,10,3,B,746,1,2,10
1606,7292018,PlateC5,Ambient,D10,D,10,3,B,746,1,2,10
1607,7292018,PlateC5,Ambient,E10,E,10,3,B,746,1,2,10
1608,7292018,PlateC5,Ambient,F10,F,10,3,B,746,1,2,10
1609,7292018,PlateC5,Ambient,G10,G,10,3,B,746,1,2,10
1610,7292018,PlateC5,Ambient,H10,H,10,3,B,746,1,2,10
1611,7292018,PlateC5,Ambient,A11,A,11,3,B,746,1,2,10
1612,7292018,PlateC5,Ambient,B11,B,11,3,B,746,1,2,10
1613,7292018,PlateC5,Ambient,C11,C,11,3,B,746,1,2,10
1614,7292018,PlateC5,Ambient,D11,D,11,3,B,746,1,2,10
1615,7292018,PlateC5,Ambient,E11,E,11,3,B,746,1,2,10
1616,7292018,PlateC5,Ambient,F11,F,11,3,B,746,1,2,10
1617,7292018,PlateC5,Ambient,G11,G,11,3,B,746,1,2,10
1618,7292018,PlateC5,Ambient,H11,H,11,3,B,746,1,2,10
1619,7292018,PlateC5,Ambient,A12,A,12,3,B,746,1,2,10
1620,7292018,PlateC5,Ambient,B12,B,12,3,B,746,1,2,10
1621,7292018,PlateC5,Ambient,C12,C,12,3,B,746,1,2,10
1622,7292018,PlateC5,Ambient,D12,D,12,3,B,746,1,2,10
1623,7292018,PlateC5,Ambient,E12,E,12,3,B,746,1,2,10
1624,7292018,PlateC5,Ambient,F12,F,12,3,B,746,1,2,10
1625,7292018,PlateC5,Ambient,G12,G,12,3,B,746,1,2,10
1626,7292018,PlateC5,Ambient,H12,H,12,3,B,746,1,2,10
2524,7292018,PlateC5,Ambient,A2,A,2,1,B,746,1,2,10
2525,7292018,PlateC5,Ambient,B2,B,2,1,B,746,1,2,10
2526,7292018,PlateC5,Ambient,C2,C,2,1,B,746,1,2,10
2527,7292018,PlateC5,Ambient,D2,D,2,1,B,746,1,2,10
2528,7292018,PlateC5,Ambient,E2,E,2,1,B,746,1,2,10
2529,7292018,PlateC5,Ambient,F2,F,2,1,B,746,1,2,10
2530,7292018,PlateC5,Ambient,G2,G,2,1,B,746,1,2,10
2531,7292018,PlateC5,Ambient,H2,H,2,1,B,746,1,2,10
2548,7292018,PlateC5,Ambient,A5,A,5,1,B,746,1,2,10
2549,7292018,PlateC5,Ambient,B5,B,5,1,B,746,1,2,10
2550,7292018,PlateC5,Ambient,C5,C,5,1,B,746,1,2,10
2551,7292018,PlateC5,Ambient,D5,D,5,1,B,746,1,2,10
2552,7292018,PlateC5,Ambient,E5,E,5,1,B,746,1,2,10
2553,7292018,PlateC5,Ambient,F5,F,5,1,B,746,1,2,10
2554,7292018,PlateC5,Ambient,G5,G,5,1,B,746,1,2,10
2555,7292018,PlateC5,Ambient,H5,H,5,1,B,746,1,2,10
3455,7292018,PlateC5,Ambient,A2,A,2,1,B,746,1,4,10
3456,7292018,PlateC5,Ambient,B2,B,2,1,B,746,1,4,10
3457,7292018,PlateC5,Ambient,C2,C,2,1,B,746,1,4,10
3458,7292018,PlateC5,Ambient,D2,D,2,1,B,746,1,4,10
3459,7292018,PlateC5,Ambient,E2,E,2,1,B,746,1,4,10
3460,7292018,PlateC5,Ambient,F2,F,2,1,B,746,1,4,10
3461,7292018,PlateC5,Ambient,G2,G,2,1,B,746,1,4,10
3462,7292018,PlateC5,Ambient,H2,H,2,1,B,746,1,4,10
3479,7292018,PlateC5,Ambient,A5,A,5,1,B,746,1,4,10
3480,7292018,PlateC5,Ambient,B5,B,5,1,B,746,1,4,10
3481,7292018,PlateC5,Ambient,C5,C,5,1,B,746,1,4,10
3482,7292018,PlateC5,Ambient,D5,D,5,1,B,746,1,4,10
3483,7292018,PlateC5,Ambient,E5,E,5,1,B,746,1,4,10
3484,7292018,PlateC5,Ambient,F5,F,5,1,B,746,1,4,10
3485,7292018,PlateC5,Ambient,G5,G,5,1,B,746,1,4,10
3486,7292018,PlateC5,Ambient,H5,H,5,1,B,746,1,4,10
4335,7292018,PlateC5,Ambient,A2,A,2,1,B,746,1,4,10
4336,7292018,PlateC5,Ambient,B2,B,2,1,B,746,1,4,10
4337,7292018,PlateC5,Ambient,C2,C,2,1,B,746,1,4,10
4338,7292018,PlateC5,Ambient,D2,D,2,1,B,746,1,4,10
4339,7292018,PlateC5,Ambient,E2,E,2,1,B,746,1,4,10
4340,7292018,PlateC5,Ambient,F2,F,2,1,B,746,1,4,10
4341,7292018,PlateC5,Ambient,G2,G,2,1,B,746,1,4,10
4342,7292018,PlateC5,Ambient,H2,H,2,1,B,746,1,4,10
4358,7292018,PlateC5,Ambient,A5,A,5,1,B,746,1,4,10
4359,7292018,PlateC5,Ambient,B5,B,5,1,B,746,1,4,10
4360,7292018,PlateC5,Ambient,C5,C,5,1,B,746,1,4,10
4361,7292018,PlateC5,Ambient,D5,D,5,1,B,746,1,4,10
4362,7292018,PlateC5,Ambient,E5,E,5,1,B,746,1,4,10
4363,7292018,PlateC5,Ambient,F5,F,5,1,B,746,1,4,10
4364,7292018,PlateC5,Ambient,G5,G,5,1,B,746,1,4,10
4365,7292018,PlateC5,Ambient,H5,H,5,1,B,746,1,4,10
4374,7292018,PlateC5,Ambient,A7,A,7,3,B,746,1,4,10
4375,7292018,PlateC5,Ambient,B7,B,7,3,B,746,1,4,10
4376,7292018,PlateC5,Ambient,C7,C,7,3,B,746,1,4,10
4377,7292018,PlateC5,Ambient,D7,D,7,3,B,746,1,4,10
4378,7292018,PlateC5,Ambient,E7,E,7,3,B,746,1,4,10
4379,7292018,PlateC5,Ambient,F7,F,7,3,B,746,1,4,10
4380,7292018,PlateC5,Ambient,G7,G,7,3,B,746,1,4,10
4381,7292018,PlateC5,Ambient,H7,H,7,3,B,746,1,4,10
4382,7292018,PlateC5,Ambient,A8,A,8,3,B,746,1,4,10
4383,7292018,PlateC5,Ambient,B8,B,8,3,B,746,1,4,10
4384,7292018,PlateC5,Ambient,C8,C,8,3,B,746,1,4,10
4385,7292018,PlateC5,Ambient,D8,D,8,3,B,746,1,4,10
4386,7292018,PlateC5,Ambient,E8,E,8,3,B,746,1,4,10
4387,7292018,PlateC5,Ambient,F8,F,8,3,B,746,1,4,10
4388,7292018,PlateC5,Ambient,G8,G,8,3,B,746,1,4,10
4389,7292018,PlateC5,Ambient,H8,H,8,3,B,746,1,4,10
4390,7292018,PlateC5,Ambient,A9,A,9,3,B,746,1,4,10
4391,7292018,PlateC5,Ambient,B9,B,9,3,B,746,1,4,10
4392,7292018,PlateC5,Ambient,C9,C,9,3,B,746,1,4,10
4393,7292018,PlateC5,Ambient,D9,D,9,3,B,746,1,4,10
4394,7292018,PlateC5,Ambient,E9,E,9,3,B,746,1,4,10
4395,7292018,PlateC5,Ambient,F9,F,9,3,B,746,1,4,10
4396,7292018,PlateC5,Ambient,G9,G,9,3,B,746,1,4,10
4397,7292018,PlateC5,Ambient,H9,H,9,3,B,746,1,4,10
4398,7292018,PlateC5,Ambient,A10,A,10,3,B,746,1,4,10
4399,7292018,PlateC5,Ambient,B10,B,10,3,B,746,1,4,10
4400,7292018,PlateC5,Ambient,C10,C,10,3,B,746,1,4,10
4401,7292018,PlateC5,Ambient,D10,D,10,3,B,746,1,4,10
4402,7292018,PlateC5,Ambient,E10,E,10,3,B,746,1,4,10
4403,7292018,PlateC5,Ambient,F10,F,10,3,B,746,1,4,10
4404,7292018,PlateC5,Ambient,G10,G,10,3,B,746,1,4,10
4405,7292018,PlateC5,Ambient,H10,H,10,3,B,746,1,4,10
4406,7292018,PlateC5,Ambient,A11,A,11,3,B,746,1,4,10
4407,7292018,PlateC5,Ambient,B11,B,11,3,B,746,1,4,10
4408,7292018,PlateC5,Ambient,C11,C,11,3,B,746,1,4,10
4409,7292018,PlateC5,Ambient,D11,D,11,3,B,746,1,4,10
4410,7292018,PlateC5,Ambient,E11,E,11,3,B,746,1,4,10
4411,7292018,PlateC5,Ambient,F11,F,11,3,B,746,1,4,10
4412,7292018,PlateC5,Ambient,G11,G,11,3,B,746,1,4,10
4413,7292018,PlateC5,Ambient,H11,H,11,3,B,746,1,4,10
4414,7292018,PlateC5,Ambient,A12,A,12,3,B,746,1,4,10
4415,7292018,PlateC5,Ambient,B12,B,12,3,B,746,1,4,10
4416,7292018,PlateC5,Ambient,C12,C,12,3,B,746,1,4,10
4417,7292018,PlateC5,Ambient,D12,D,12,3,B,746,1,4,10
4418,7292018,PlateC5,Ambient,E12,E,12,3,B,746,1,4,10
4419,7292018,PlateC5,Ambient,F12,F,12,3,B,746,1,4,10
4420,7292018,PlateC5,Ambient,G12,G,12,3,B,746,1,4,10
4421,7292018,PlateC5,Ambient,H12,H,12,3,B,746,1,4,10
5183,7292018,PlateC5,Ambient,B2,B,2,1,B,746,1,4,10
5184,7292018,PlateC5,Ambient,C2,C,2,1,B,746,1,4,10
5185,7292018,PlateC5,Ambient,D2,D,2,1,B,746,1,4,10
5186,7292018,PlateC5,Ambient,E2,E,2,1,B,746,1,4,10
5187,7292018,PlateC5,Ambient,F2,F,2,1,B,746,1,4,10
5188,7292018,PlateC5,Ambient,G2,G,2,1,B,746,1,4,10
5189,7292018,PlateC5,Ambient,H2,H,2,1,B,746,1,4,10
5205,7292018,PlateC5,Ambient,A5,A,5,1,B,746,1,4,10
5206,7292018,PlateC5,Ambient,B5,B,5,1,B,746,1,4,10
5207,7292018,PlateC5,Ambient,C5,C,5,1,B,746,1,4,10
5208,7292018,PlateC5,Ambient,D5,D,5,1,B,746,1,4,10
5209,7292018,PlateC5,Ambient,E5,E,5,1,B,746,1,4,10
5210,7292018,PlateC5,Ambient,F5,F,5,1,B,746,1,4,10
5211,7292018,PlateC5,Ambient,G5,G,5,1,B,746,1,4,10
5212,7292018,PlateC5,Ambient,H5,H,5,1,B,746,1,4,10
5642,7292018,PlateC5,Ambient,A2,A,2,1,B,746,0,4,10
635,7292018,PlateC6,Ambient,A2,A,2,1,B,746,1,2,10
636,7292018,PlateC6,Ambient,B2,B,2,1,B,746,1,2,10
637,7292018,PlateC6,Ambient,C2,C,2,1,B,746,1,2,10
659,7292018,PlateC6,Ambient,A5,A,5,1,B,746,1,2,10
660,7292018,PlateC6,Ambient,B5,B,5,1,B,746,1,2,10
661,7292018,PlateC6,Ambient,C5,C,5,1,B,746,1,2,10
1635,7292018,PlateC6,Ambient,A2,A,2,1,B,746,1,2,10
1636,7292018,PlateC6,Ambient,B2,B,2,1,B,746,1,2,10
1637,7292018,PlateC6,Ambient,C2,C,2,1,B,746,1,2,10
1659,7292018,PlateC6,Ambient,A5,A,5,1,B,746,1,2,10
1660,7292018,PlateC6,Ambient,B5,B,5,1,B,746,1,2,10
1661,7292018,PlateC6,Ambient,C5,C,5,1,B,746,1,2,10
1675,7292018,PlateC6,Ambient,A7,A,7,3,B,746,1,2,10
1676,7292018,PlateC6,Ambient,B7,B,7,3,B,746,1,2,10
1677,7292018,PlateC6,Ambient,C7,C,7,3,B,746,1,2,10
1678,7292018,PlateC6,Ambient,D7,D,7,3,B,746,1,2,10
1683,7292018,PlateC6,Ambient,A8,A,8,3,B,746,1,2,10
1684,7292018,PlateC6,Ambient,B8,B,8,3,B,746,1,2,10
1685,7292018,PlateC6,Ambient,C8,C,8,3,B,746,1,2,10
1686,7292018,PlateC6,Ambient,D8,D,8,3,B,746,1,2,10
1691,7292018,PlateC6,Ambient,A9,A,9,3,B,746,1,2,10
1692,7292018,PlateC6,Ambient,B9,B,9,3,B,746,1,2,10
1693,7292018,PlateC6,Ambient,C9,C,9,3,B,746,1,2,10
1694,7292018,PlateC6,Ambient,D9,D,9,3,B,746,1,2,10
1699,7292018,PlateC6,Ambient,A10,A,10,3,B,746,1,2,10
1700,7292018,PlateC6,Ambient,B10,B,10,3,B,746,1,2,10
1701,7292018,PlateC6,Ambient,C10,C,10,3,B,746,1,2,10
1702,7292018,PlateC6,Ambient,D10,D,10,3,B,746,1,2,10
1707,7292018,PlateC6,Ambient,A11,A,11,3,B,746,1,2,10
1708,7292018,PlateC6,Ambient,B11,B,11,3,B,746,1,2,10
1709,7292018,PlateC6,Ambient,C11,C,11,3,B,746,1,2,10
1710,7292018,PlateC6,Ambient,D11,D,11,3,B,746,1,2,10
1715,7292018,PlateC6,Ambient,A12,A,12,3,B,746,1,2,10
1716,7292018,PlateC6,Ambient,B12,B,12,3,B,746,1,2,10
1717,7292018,PlateC6,Ambient,C12,C,12,3,B,746,1,2,10
1718,7292018,PlateC6,Ambient,D12,D,12,3,B,746,1,2,10
2620,7292018,PlateC6,Ambient,A2,A,2,1,B,746,1,2,10
2621,7292018,PlateC6,Ambient,B2,B,2,1,B,746,1,2,10
2622,7292018,PlateC6,Ambient,C2,C,2,1,B,746,1,2,10
2644,7292018,PlateC6,Ambient,A5,A,5,1,B,746,1,2,10
2645,7292018,PlateC6,Ambient,B5,B,5,1,B,746,1,2,10
2646,7292018,PlateC6,Ambient,C5,C,5,1,B,746,1,2,10
3551,7292018,PlateC6,Ambient,A2,A,2,1,B,746,1,4,10
3552,7292018,PlateC6,Ambient,B2,B,2,1,B,746,1,4,10
3553,7292018,PlateC6,Ambient,C2,C,2,1,B,746,1,4,10
3575,7292018,PlateC6,Ambient,A5,A,5,1,B,746,1,4,10
3576,7292018,PlateC6,Ambient,B5,B,5,1,B,746,1,4,10
3577,7292018,PlateC6,Ambient,C5,C,5,1,B,746,1,4,10
4430,7292018,PlateC6,Ambient,A2,A,2,1,B,746,1,4,10
4431,7292018,PlateC6,Ambient,B2,B,2,1,B,746,1,4,10
4432,7292018,PlateC6,Ambient,C2,C,2,1,B,746,1,4,10
4454,7292018,PlateC6,Ambient,A5,A,5,1,B,746,1,4,10
4455,7292018,PlateC6,Ambient,B5,B,5,1,B,746,1,4,10
4456,7292018,PlateC6,Ambient,C5,C,5,1,B,746,1,4,10
4468,7292018,PlateC6,Ambient,A7,A,7,3,B,746,1,4,10
4469,7292018,PlateC6,Ambient,B7,B,7,3,B,746,1,4,10
4470,7292018,PlateC6,Ambient,C7,C,7,3,B,746,1,4,10
4471,7292018,PlateC6,Ambient,D7,D,7,3,B,746,1,4,10
4476,7292018,PlateC6,Ambient,A8,A,8,3,B,746,1,4,10
4477,7292018,PlateC6,Ambient,B8,B,8,3,B,746,1,4,10
4478,7292018,PlateC6,Ambient,C8,C,8,3,B,746,1,4,10
4479,7292018,PlateC6,Ambient,D8,D,8,3,B,746,1,4,10
4484,7292018,PlateC6,Ambient,A9,A,9,3,B,746,1,4,10
4485,7292018,PlateC6,Ambient,B9,B,9,3,B,746,1,4,10
4486,7292018,PlateC6,Ambient,C9,C,9,3,B,746,1,4,10
4487,7292018,PlateC6,Ambient,D9,D,9,3,B,746,1,4,10
4492,7292018,PlateC6,Ambient,B10,B,10,3,B,746,1,4,10
4493,7292018,PlateC6,Ambient,C10,C,10,3,B,746,1,4,10
4494,7292018,PlateC6,Ambient,D10,D,10,3,B,746,1,4,10
4499,7292018,PlateC6,Ambient,A11,A,11,3,B,746,1,4,10
4500,7292018,PlateC6,Ambient,B11,B,11,3,B,746,1,4,10
4501,7292018,PlateC6,Ambient,C11,C,11,3,B,746,1,4,10
4502,7292018,PlateC6,Ambient,D11,D,11,3,B,746,1,4,10
4507,7292018,PlateC6,Ambient,A12,A,12,3,B,746,1,4,10
4508,7292018,PlateC6,Ambient,B12,B,12,3,B,746,1,4,10
4509,7292018,PlateC6,Ambient,C12,C,12,3,B,746,1,4,10
4510,7292018,PlateC6,Ambient,D12,D,12,3,B,746,1,4,10
5276,7292018,PlateC6,Ambient,A2,A,2,1,B,746,1,4,10
5277,7292018,PlateC6,Ambient,B2,B,2,1,B,746,1,4,10
5278,7292018,PlateC6,Ambient,C2,C,2,1,B,746,1,4,10
5300,7292018,PlateC6,Ambient,A5,A,5,1,B,746,1,4,10
5301,7292018,PlateC6,Ambient,B5,B,5,1,B,746,1,4,10
5302,7292018,PlateC6,Ambient,C5,C,5,1,B,746,1,4,10
5703,7292018,PlateC6,Ambient,A10,A,10,3,B,746,0,4,10
17,7262018,PlateC1,Ambient,A3,A,3,1,Y,750,1,2,10
18,7262018,PlateC1,Ambient,B3,B,3,1,Y,750,1,2,10
19,7262018,PlateC1,Ambient,C3,C,3,1,Y,750,1,2,10
20,7262018,PlateC1,Ambient,D3,D,3,1,Y,750,1,2,10
21,7262018,PlateC1,Ambient,E3,E,3,1,Y,750,1,2,10
22,7262018,PlateC1,Ambient,F3,F,3,1,Y,750,1,2,10
23,7262018,PlateC1,Ambient,G3,G,3,1,Y,750,1,2,10
24,7262018,PlateC1,Ambient,H3,H,3,1,Y,750,1,2,10
41,7262018,PlateC1,Ambient,A6,A,6,1,Y,750,1,2,10
42,7262018,PlateC1,Ambient,B6,B,6,1,Y,750,1,2,10
43,7262018,PlateC1,Ambient,C6,C,6,1,Y,750,1,2,10
44,7262018,PlateC1,Ambient,D6,D,6,1,Y,750,1,2,10
45,7262018,PlateC1,Ambient,E6,E,6,1,Y,750,1,2,10
46,7262018,PlateC1,Ambient,F6,F,6,1,Y,750,1,2,10
47,7262018,PlateC1,Ambient,G6,G,6,1,Y,750,1,2,10
48,7262018,PlateC1,Ambient,H6,H,6,1,Y,750,1,2,10
94,7262018,PlateC1,Ambient,H12,H,12,3,Y,750,1,2,10
1017,7262018,PlateC1,Ambient,A3,A,3,1,Y,750,1,2,10
1018,7262018,PlateC1,Ambient,B3,B,3,1,Y,750,1,2,10
1019,7262018,PlateC1,Ambient,C3,C,3,1,Y,750,1,2,10
1020,7262018,PlateC1,Ambient,D3,D,3,1,Y,750,1,2,10
1021,7262018,PlateC1,Ambient,E3,E,3,1,Y,750,1,2,10
1022,7262018,PlateC1,Ambient,F3,F,3,1,Y,750,1,2,10
1023,7262018,PlateC1,Ambient,G3,G,3,1,Y,750,1,2,10
1024,7262018,PlateC1,Ambient,H3,H,3,1,Y,750,1,2,10
1041,7262018,PlateC1,Ambient,A6,A,6,1,Y,750,1,2,10
1042,7262018,PlateC1,Ambient,B6,B,6,1,Y,750,1,2,10
1043,7262018,PlateC1,Ambient,C6,C,6,1,Y,750,1,2,10
1044,7262018,PlateC1,Ambient,D6,D,6,1,Y,750,1,2,10
1045,7262018,PlateC1,Ambient,E6,E,6,1,Y,750,1,2,10
1046,7262018,PlateC1,Ambient,F6,F,6,1,Y,750,1,2,10
1047,7262018,PlateC1,Ambient,G6,G,6,1,Y,750,1,2,10
1048,7262018,PlateC1,Ambient,H6,H,6,1,Y,750,1,2,10
1066,7262018,PlateC1,Ambient,D9,D,9,3,Y,750,1,2,10
2016,7262018,PlateC1,Ambient,A3,A,3,1,Y,750,1,2,10
2017,7262018,PlateC1,Ambient,B3,B,3,1,Y,750,1,2,10
2018,7262018,PlateC1,Ambient,C3,C,3,1,Y,750,1,2,10
2019,7262018,PlateC1,Ambient,D3,D,3,1,Y,750,1,2,10
2020,7262018,PlateC1,Ambient,E3,E,3,1,Y,750,1,2,10
2021,7262018,PlateC1,Ambient,F3,F,3,1,Y,750,1,2,10
2022,7262018,PlateC1,Ambient,G3,G,3,1,Y,750,1,2,10
2023,7262018,PlateC1,Ambient,H3,H,3,1,Y,750,1,2,10
2039,7262018,PlateC1,Ambient,A6,A,6,1,Y,750,1,2,10
2040,7262018,PlateC1,Ambient,B6,B,6,1,Y,750,1,2,10
2041,7262018,PlateC1,Ambient,C6,C,6,1,Y,750,1,2,10
2042,7262018,PlateC1,Ambient,D6,D,6,1,Y,750,1,2,10
2043,7262018,PlateC1,Ambient,E6,E,6,1,Y,750,1,2,10
2044,7262018,PlateC1,Ambient,F6,F,6,1,Y,750,1,2,10
2045,7262018,PlateC1,Ambient,G6,G,6,1,Y,750,1,2,10
2046,7262018,PlateC1,Ambient,H6,H,6,1,Y,750,1,2,10
2047,7262018,PlateC1,Ambient,A7,A,7,3,Y,750,1,2,10
2048,7262018,PlateC1,Ambient,B7,B,7,3,Y,750,1,2,10
2049,7262018,PlateC1,Ambient,D7,D,7,3,Y,750,1,2,10
2050,7262018,PlateC1,Ambient,E7,E,7,3,Y,750,1,2,10
2051,7262018,PlateC1,Ambient,F7,F,7,3,Y,750,1,2,10
2052,7262018,PlateC1,Ambient,G7,G,7,3,Y,750,1,2,10
2053,7262018,PlateC1,Ambient,H7,H,7,3,Y,750,1,2,10
2054,7262018,PlateC1,Ambient,A8,A,8,3,Y,750,1,2,10
2055,7262018,PlateC1,Ambient,B8,B,8,3,Y,750,1,2,10
2056,7262018,PlateC1,Ambient,C8,C,8,3,Y,750,1,2,10
2057,7262018,PlateC1,Ambient,E8,E,8,3,Y,750,1,2,10
2058,7262018,PlateC1,Ambient,F8,F,8,3,Y,750,1,2,10
2059,7262018,PlateC1,Ambient,G8,G,8,3,Y,750,1,2,10
2060,7262018,PlateC1,Ambient,H8,H,8,3,Y,750,1,2,10
2061,7262018,PlateC1,Ambient,A9,A,9,3,Y,750,1,2,10
2062,7262018,PlateC1,Ambient,B9,B,9,3,Y,750,1,2,10
2063,7262018,PlateC1,Ambient,C9,C,9,3,Y,750,1,2,10
2064,7262018,PlateC1,Ambient,E9,E,9,3,Y,750,1,2,10
2065,7262018,PlateC1,Ambient,F9,F,9,3,Y,750,1,2,10
2066,7262018,PlateC1,Ambient,G9,G,9,3,Y,750,1,2,10
2067,7262018,PlateC1,Ambient,H9,H,9,3,Y,750,1,2,10
2068,7262018,PlateC1,Ambient,A10,A,10,3,Y,750,1,2,10
2069,7262018,PlateC1,Ambient,B10,B,10,3,Y,750,1,2,10
2070,7262018,PlateC1,Ambient,C10,C,10,3,Y,750,1,2,10
2071,7262018,PlateC1,Ambient,D10,D,10,3,Y,750,1,2,10
2072,7262018,PlateC1,Ambient,E10,E,10,3,Y,750,1,2,10
2073,7262018,PlateC1,Ambient,F10,F,10,3,Y,750,1,2,10
2074,7262018,PlateC1,Ambient,G10,G,10,3,Y,750,1,2,10
2075,7262018,PlateC1,Ambient,H10,H,10,3,Y,750,1,2,10
2076,7262018,PlateC1,Ambient,A11,A,11,3,Y,750,1,2,10
2077,7262018,PlateC1,Ambient,B11,B,11,3,Y,750,1,2,10
2078,7262018,PlateC1,Ambient,C11,C,11,3,Y,750,1,2,10
2079,7262018,PlateC1,Ambient,D11,D,11,3,Y,750,1,2,10
2080,7262018,PlateC1,Ambient,E11,E,11,3,Y,750,1,2,10
2081,7262018,PlateC1,Ambient,F11,F,11,3,Y,750,1,2,10
2082,7262018,PlateC1,Ambient,G11,G,11,3,Y,750,1,2,10
2083,7262018,PlateC1,Ambient,H11,H,11,3,Y,750,1,2,10
2084,7262018,PlateC1,Ambient,A12,A,12,3,Y,750,1,2,10
2085,7262018,PlateC1,Ambient,B12,B,12,3,Y,750,1,2,10
2086,7262018,PlateC1,Ambient,C12,C,12,3,Y,750,1,2,10
2087,7262018,PlateC1,Ambient,D12,D,12,3,Y,750,1,2,10
2088,7262018,PlateC1,Ambient,E12,E,12,3,Y,750,1,2,10
2089,7262018,PlateC1,Ambient,F12,F,12,3,Y,750,1,2,10
2090,7262018,PlateC1,Ambient,G12,G,12,3,Y,750,1,2,10
3022,7262018,PlateC1,Ambient,A3,A,3,1,Y,750,1,4,10
3023,7262018,PlateC1,Ambient,B3,B,3,1,Y,750,1,4,10
3024,7262018,PlateC1,Ambient,C3,C,3,1,Y,750,1,4,10
3025,7262018,PlateC1,Ambient,D3,D,3,1,Y,750,1,4,10
